the,9076
to,7653
and,7164
of,6656
a,4319
her,4003
in,3737
i,3673
was,3555
it,3390
she,3312
that,2582
be,2403
had,2362
not,2327
as,2293
you,2230
he,2194
for,2122
with,1826
his,1776
but,1720
at,1584
have,1488
s,1387
all,1368
on,1285
is,1266
by,1227
so,1154
him,1152
could,1106
they,1106
very,1078
which,1058
said,1032
no,1014
been,975
would,953
were,952
my,909
from,872
their,843
them,826
mrs,821
this,820
what,782
more,729
or,707
me,700
elinor,685
one,673
an,653
any,628
there,627
than,627
do,618
when,613
such,611
if,591
your,572
marianne,566
will,563
only,556
must,555
much,546
who,522
anne,503
herself,497
every,491
did,472
well,466
little,464
time,462
now,456
should,451
know,447
own,445
mr,434
are,434
how,429
am,426
think,412
might,409
we,405
being,404
some,402
alice,398
never,392
good,391
can,388
out,373
sister,373
other,371
see,363
nothing,362
again,362
lady,361
before,355
though,344
too,342
after,342
miss,339
about,335
soon,328
first,324
has,320
great,318
then,318
without,308
two,307
say,304
captain,303
up,302
mother,300
elliot,289
most,285
t,284
into,280
thought,280
sir,276
may,275
thing,275
house,273
edward,268
ever,268
however,264
made,264
its,262
man,260
quite,260
day,256
make,255
dashwood,252
like,249
always,247
down,240
go,236
sure,233
long,231
jennings,230
over,224
last,224
come,223
wentworth,218
give,217
willoughby,216
even,215
himself,215
away,215
room,214
seemed,211
same,210
shall,210
felt,209
way,208
while,203
dear,203
moment,201
colonel,199
off,199
came,197
many,197
upon,196
enough,192
young,192
still,187
lucy,186
just,186
found,186
place,182
saw,179
indeed,179
better,179
here,175
mind,175
heard,173
oh,171
heart,171
another,167
charles,166
john,166
happy,165
once,165
family,164
replied,162
went,162
perhaps,161
yet,161
left,160
having,160
done,160
rather,159
where,157
something,157
home,157
till,156
tell,155
cried,154
father,153
poor,153
look,153
us,152
present,152
wish,152
going,151
morning,151
almost,151
few,150
feelings,150
russell,148
back,148
looked,148
believe,148
both,147
our,147
hope,144
mary,144
brandon,144
really,142
walter,141
friend,141
myself,141
half,139
woman,137
knew,137
together,136
world,136
began,133
cannot,132
those,131
nor,131
three,131
less,131
musgrove,130
ferrars,130
these,130
seen,129
between,129
acquaintance,125
next,124
hear,123
kind,123
certainly,123
love,122
head,122
therefore,122
yes,122
others,121
whole,121
least,121
life,120
party,120
side,120
take,118
eyes,118
feel,118
voice,118
hardly,117
brother,117
gave,115
get,114
leave,113
far,113
letter,112
louisa,111
under,111
evening,111
old,110
known,110
spirits,110
since,110
each,109
why,109
pleasure,108
years,108
short,108
because,107
does,107
right,107
person,106
people,106
put,105
whom,105
immediately,104
end,104
bath,103
speak,102
ought,102
middleton,102
subject,101
told,101
manner,101
town,101
against,101
visit,100
find,99
gone,99
course,98
towards,98
looking,98
happiness,98
passed,97
wife,95
possible,95
took,95
name,94
friends,94
anything,94
brought,94
got,93
suppose,93
general,92
part,92
near,92
door,91
interest,91
don,90
perfectly,90
deal,90
word,90
barton,89
elizabeth,89
given,88
glad,88
ill,88
opinion,88
affection,88
added,88
called,88
often,87
whether,87
engagement,87
hand,86
smith,86
chapter,86
else,85
comfort,85
attention,85
through,85
character,84
minutes,84
rest,84
within,83
reason,83
round,83
year,83
want,83
talk,83
cottage,83
spoke,83
account,82
longer,82
best,82
wished,82
situation,81
returned,81
conversation,80
continued,80
determined,80
obliged,80
either,80
set,79
saying,79
coming,79
idea,79
let,79
seeing,79
married,78
things,78
children,78
business,78
large,78
themselves,78
able,77
child,77
matter,77
husband,77
change,77
queen,77
palmer,77
uppercross,77
doubt,76
mean,75
regard,75
harville,75
street,75
received,74
henrietta,74
wonder,74
everything,73
neither,73
days,73
answer,73
kellynch,73
among,72
words,72
feeling,72
afterwards,71
marriage,71
already,71
whose,71
use,71
hours,71
hour,71
daughter,70
m,70
four,70
benwick,70
return,70
sort,70
tone,70
object,69
beyond,69
admiral,69
talking,68
sat,68
manners,68
country,68
behaviour,68
surprise,68
lyme,67
sisters,67
question,67
company,67
fortune,67
point,67
carriage,67
wanted,67
walked,67
particular,66
clay,66
different,66
full,66
case,66
farther,66
ready,65
asked,65
pretty,65
turned,64
night,64
talked,64
call,64
open,64
means,64
new,63
agreeable,63
table,63
appeared,63
real,63
king,63
week,63
engaged,62
yourself,62
settled,62
entirely,62
face,62
body,62
doing,62
gentleman,61
ll,61
understand,61
fine,60
stay,60
walk,60
living,60
used,59
giving,59
former,59
kept,59
care,59
turtle,59
taken,59
attachment,59
pleased,59
ladies,59
power,58
live,58
state,58
croft,58
expected,58
men,57
nature,57
kindness,57
strong,57
ask,57
silence,57
usual,57
small,57
conduct,57
alone,57
assure,57
thinking,57
likely,57
thousand,57
low,56
considered,56
hatter,56
park,56
mock,56
directly,56
keep,56
circumstances,55
particularly,55
silent,55
natural,55
past,55
high,55
sorry,55
gryphon,55
marry,55
tried,54
met,54
impossible,54
months,54
dare,54
making,54
taking,53
norland,53
taste,53
acquainted,53
sometimes,53
knowledge,53
common,53
five,53
son,53
appearance,53
air,53
sense,52
fanny,52
remember,52
consequence,52
ma,52
believed,52
re,51
worth,51
sight,51
notice,51
beginning,51
rabbit,51
greater,51
true,51
exactly,50
girl,50
opportunity,50
afraid,50
eye,50
london,50
whatever,50
anxious,50
advantage,50
instantly,50
entered,49
window,49
satisfied,49
hands,49
equally,49
help,49
satisfaction,48
happened,48
self,48
meet,48
hearing,48
speaking,47
pounds,47
certain,47
drawing,47
invitation,47
meeting,47
handsome,47
spite,47
sake,46
spent,46
read,46
bear,46
curiosity,46
late,46
early,46
fancy,45
surprised,45
repeated,45
pain,45
dinner,45
forward,45
ve,45
comfortable,45
nobody,45
behind,45
favour,44
money,44
remained,44
turn,44
proper,44
mouse,44
getting,44
arrival,44
worse,44
seem,44
equal,43
answered,43
sitting,43
none,43
necessary,43
lived,43
countenance,43
supposed,43
law,43
meant,42
itself,42
future,42
times,42
bad,42
truth,42
ten,42
confidence,42
duchess,42
serious,41
cousin,41
distress,41
lost,41
turning,41
wishes,41
probably,41
followed,41
musgroves,41
delighted,41
won,41
minute,41
sensible,40
dormouse,40
white,40
convinced,40
seems,40
respect,40
knowing,40
occasion,39
reached,39
disposed,39
appear,39
second,39
twenty,39
walking,39
understanding,38
temper,38
allow,38
exceedingly,38
mine,38
hoped,38
steele,38
otherwise,38
misery,38
view,38
d,38
consider,38
cold,38
hall,38
plan,38
degree,38
lord,38
fixed,38
waiting,38
easy,38
hayter,38
easily,38
smile,38
meaning,38
march,38
trying,37
daughters,37
robert,37
spoken,37
smallest,37
cat,37
wrong,37
produced,37
circumstance,37
expect,37
sent,37
need,37
resolution,37
style,37
society,37
effect,37
cousins,36
fond,36
greatest,36
sit,36
please,36
margaret,36
become,36
influence,36
suffered,36
finding,36
regret,36
match,36
honour,36
excellent,36
dashwoods,36
chance,36
scarcely,36
quiet,36
share,36
fact,35
sea,35
drew,35
leaving,35
fellow,35
tea,35
tears,35
danger,35
generally,35
understood,35
mentioned,35
pity,35
eager,35
imagine,35
thoughts,35
servant,34
constant,34
everybody,34
merely,34
wallis,34
staying,34
wait,34
painful,34
nearly,34
weeks,34
favourite,34
age,34
forced,34
declared,34
friendship,34
promise,33
letters,33
girls,33
bring,33
suffering,33
desire,33
enjoyment,33
difference,33
women,33
concern,33
fear,33
health,33
writing,33
breakfast,33
delight,33
trouble,33
ago,33
bed,33
altogether,33
interesting,33
event,33
observed,32
shepherd,32
instead,32
anybody,32
loved,32
garden,32
eldest,32
became,32
avoid,32
work,32
decided,32
immediate,32
allowed,32
admiration,32
suddenly,32
morrow,32
joined,31
moments,31
extremely,31
beauty,31
hare,31
terms,31
assured,31
latter,31
aware,31
melancholy,31
besides,31
arrived,31
yesterday,31
join,31
hastily,31
especially,31
looks,31
written,31
strange,31
agitation,31
beautiful,31
prevent,30
happen,30
highly,30
mistaken,30
required,30
difficulty,30
seven,30
persuaded,30
yours,30
thus,30
expectation,30
except,30
difficulties,30
delaford,30
caught,30
begin,30
weather,30
opened,30
judgment,30
hold,30
steeles,30
exertion,29
conviction,29
joy,29
pleasant,29
eagerly,29
above,29
spirit,29
along,29
proof,29
camden,29
six,29
warm,29
close,29
pray,29
earnest,29
emotion,29
creature,29
arm,29
stood,29
unfortunate,29
declare,29
music,29
indifference,29
formed,29
soul,29
several,29
tenderness,29
distance,29
affair,29
resolved,29
anxiety,29
secret,29
justice,29
pause,28
rich,28
growing,28
remain,28
eat,28
disappointment,28
attending,28
warmth,28
liked,28
companion,28
inclination,28
youth,28
income,28
dalrymple,28
journey,28
write,28
disposition,28
led,28
loss,28
hurried,28
duty,28
try,28
astonishment,28
caterpillar,28
likewise,28
ran,28
gratitude,28
evil,27
occurred,27
praise,27
capable,27
welcome,27
necessity,27
hopes,27
elegance,27
cleveland,27
dance,27
carried,27
hundred,27
twice,27
reply,27
fell,27
thank,27
opinions,27
delightful,27
connection,27
value,27
calling,27
book,27
recollection,27
begun,26
devonshire,26
exclaimed,26
forget,26
mention,26
bringing,26
relief,26
alarm,26
story,26
hair,26
unable,26
wishing,26
listened,26
beg,26
completely,26
consciousness,26
particulars,26
due,26
thirty,26
hard,26
invited,26
observation,26
important,26
finished,26
smiling,26
profession,26
direction,26
listen,26
waited,26
lately,26
play,26
unhappy,26
stairs,26
importance,26
hurry,25
pride,25
purpose,25
estate,25
struck,25
hers,25
ease,25
death,25
ashamed,25
attended,25
compassion,25
affectionate,25
parties,25
returning,25
broken,25
card,25
indifferent,25
placed,25
afford,25
dreadful,25
miles,25
promised,25
also,25
perfect,24
form,24
charlotte,24
nurse,24
amiable,24
liberty,24
seat,24
neighbourhood,24
cause,24
civil,24
extraordinary,24
sudden,24
excuse,24
suffer,24
crofts,24
entrance,24
history,24
curious,24
receive,24
note,24
introduced,24
feet,24
amusement,24
clear,24
proved,24
around,24
agreed,24
civility,24
nice,24
says,24
simple,24
changed,24
horses,24
pleasing,23
explain,23
shut,23
vanity,23
boy,23
rooms,23
disappointed,23
news,23
attempt,23
confess,23
rate,23
interrupted,23
ah,23
whenever,23
school,23
cheerful,23
knows,23
makes,23
offer,23
pardon,23
intelligence,23
property,23
increased,23
vain,23
calm,23
sooner,23
overcome,23
information,23
evident,23
composure,23
frederick,23
size,23
address,23
stopped,23
expression,22
expressed,22
eight,22
concert,22
stand,22
marrying,22
fancied,22
delay,22
angry,22
hint,22
sigh,22
solicitude,22
cheerfulness,22
clock,22
anxiously,22
during,22
spend,22
recovered,22
quitted,22
books,22
grave,22
jury,22
piece,22
period,22
fall,22
personal,22
strength,22
draw,22
dine,22
burst,22
learn,22
game,22
fit,22
court,22
tired,22
fair,22
fire,22
considerable,22
inquiry,21
superior,21
laughed,21
mutual,21
safe,21
reflection,21
o,21
depend,21
relations,21
ground,21
intimate,21
support,21
forgotten,21
escape,21
removed,21
send,21
nay,21
sweet,21
command,21
folly,21
calmness,21
moved,21
esteem,21
concerned,21
ideas,21
astonished,21
quick,21
warmly,21
charming,21
considering,21
improved,21
number,21
discourse,21
pass,21
absence,21
opposition,20
acknowledged,20
buildings,20
persuasion,20
venture,20
altered,20
choice,20
attend,20
remark,20
politeness,20
sentiments,20
earnestly,20
reach,20
bit,20
respectable,20
mistress,20
sending,20
wretched,20
removal,20
rain,20
fresh,20
proud,20
observe,20
listening,20
explanation,20
assistance,20
intimacy,20
parted,20
secure,20
offended,20
prevented,20
intended,20
picture,20
sound,20
god,20
acknowledge,20
express,20
feared,20
informed,20
remaining,20
matters,20
speech,20
village,20
elegant,20
fully,20
deep,20
contrary,20
humour,20
gained,20
claims,20
watch,19
raised,19
middletons,19
act,19
wrote,19
affliction,19
smiled,19
ay,19
description,19
confusion,19
possession,19
conscience,19
lives,19
ended,19
comparison,19
instant,19
mamma,19
illness,19
free,19
trust,19
foot,19
following,19
thoroughly,19
public,19
severe,19
private,19
relation,19
mere,19
consent,19
presence,19
bill,19
naturally,19
receiving,19
service,19
glance,19
domestic,19
putting,19
violent,19
prospect,19
rose,19
suspicion,19
held,19
propriety,19
laughing,18
utmost,18
uncle,18
motive,18
inconvenience,18
reading,18
trial,18
couple,18
admitted,18
lively,18
material,18
winter,18
soup,18
light,18
greatly,18
fortnight,18
selfish,18
engage,18
allenham,18
settle,18
spot,18
perceive,18
grown,18
enter,18
harvilles,18
treated,18
suspect,18
consolation,18
quit,18
furniture,18
follow,18
arms,18
paid,18
forgot,18
pressed,18
ceased,18
reasonable,18
mistake,18
unwilling,18
probable,18
thrown,18
assist,18
recollect,18
judge,18
heavy,18
cut,18
communication,18
gay,18
quietly,18
desirable,18
credit,18
drawn,18
judged,18
consideration,18
reproach,18
supported,18
affected,18
stop,18
guess,18
grateful,17
leisure,17
forth,17
visited,17
summer,17
imagined,17
remembrance,17
actually,17
comes,17
comprehend,17
setting,17
engagements,17
objection,17
lay,17
attentions,17
distant,17
maid,17
enjoy,17
learnt,17
established,17
readily,17
alteration,17
admire,17
advice,17
restored,17
chair,17
berkeley,17
baby,17
morton,17
telling,17
sleep,17
increase,17
employment,17
creatures,17
pay,17
complete,17
merit,17
related,17
grow,16
odd,16
uncertain,16
fortitude,16
month,16
tomorrow,16
education,16
suspense,16
sufficient,16
unnecessary,16
sick,16
accept,16
spring,16
twelve,16
persuade,16
impatient,16
uncomfortable,16
paper,16
lucky,16
heads,16
borne,16
dress,16
aye,16
footman,16
gentlemen,16
fifty,16
hill,16
sentence,16
exeter,16
doesn,16
observing,16
continual,16
marked,16
explained,16
language,16
grief,16
order,16
harley,16
sorrow,16
succeeded,16
deserved,16
claim,16
probability,16
tender,16
ventured,16
possibility,16
died,16
eagerness,16
wanting,16
combe,16
board,16
shook,16
concluded,16
running,16
witness,16
sincere,16
smart,16
post,16
inn,16
hearted,16
employed,16
truly,16
watched,16
nearer,16
conscious,16
dared,16
mad,16
spared,15
imprudence,15
attempted,15
wondering,15
asking,15
puzzled,15
improvement,15
presently,15
indulgence,15
mouth,15
offence,15
passing,15
properly,15
apology,15
views,15
divided,15
result,15
noise,15
prepared,15
orders,15
useful,15
figure,15
watching,15
dignity,15
impression,15
gentle,15
william,15
admit,15
shewn,15
grounds,15
move,15
imagination,15
deeply,15
somebody,15
humoured,15
perceived,15
miserable,15
wondered,15
attached,15
absolutely,15
possibly,15
proceed,15
across,15
servants,15
box,15
cards,15
encouragement,15
affections,15
dull,15
safely,15
expense,15
ignorance,15
dislike,15
occupied,15
agony,15
song,15
natured,15
spare,15
unpleasant,15
habit,15
agree,15
run,15
whisper,15
england,15
laugh,15
arranged,15
line,15
interested,15
encouraging,15
convince,15
seriously,15
frequently,15
offered,15
highest,14
cook,14
dropped,14
beau,14
remembered,14
length,14
dinah,14
mama,14
enquiries,14
widow,14
fallen,14
visitors,14
totally,14
undoubtedly,14
report,14
rank,14
thinks,14
suit,14
entering,14
standing,14
nervous,14
rendered,14
united,14
hills,14
fast,14
later,14
courage,14
water,14
tree,14
active,14
glass,14
catching,14
frightened,14
distinguished,14
cobb,14
catch,14
heir,14
sides,14
ear,14
parting,14
notion,14
laid,14
colour,14
cruel,14
quarter,14
friendly,14
hurt,14
fears,14
peace,14
third,14
trees,14
forgiven,14
assurance,14
parlour,14
dancing,14
hearts,14
sunk,14
delicacy,14
single,14
heaven,14
objects,14
excessively,14
gloves,14
blessing,14
recovery,14
goes,14
didn,14
middle,14
lodgings,14
described,14
navy,14
chose,14
sounds,14
heartily,14
features,14
hints,14
accident,14
scheme,14
proceeded,14
abroad,14
closed,14
merits,14
dining,14
previously,14
partiality,14
supposing,14
cats,14
collected,14
leaning,14
clever,14
slight,14
sensibility,14
evidently,14
subjects,14
supply,14
design,14
dead,14
bright,14
recommended,14
instance,13
wouldn,13
grey,13
success,13
variety,13
approbation,13
occur,13
steady,13
bless,13
add,13
interval,13
inclined,13
fix,13
amazement,13
younger,13
arose,13
pretend,13
plymouth,13
concerns,13
belonging,13
resemblance,13
differently,13
stronger,13
parsonage,13
caution,13
dodo,13
submit,13
excited,13
sought,13
separation,13
fetch,13
raise,13
produce,13
queer,13
passage,13
attentive,13
pocket,13
dark,13
drive,13
tolerable,13
hopeless,13
companions,13
charm,13
nine,13
depended,13
roused,13
tenant,13
indignation,13
bestow,13
intention,13
compliments,13
noticed,13
believing,13
corner,13
effects,13
inferior,13
repeat,13
independence,13
busy,13
complexion,13
lying,13
condition,13
authority,13
started,13
procured,12
filled,12
earlier,12
intercourse,12
existence,12
shame,12
show,12
begged,12
horse,12
lose,12
principal,12
shewed,12
grew,12
green,12
confined,12
opening,12
lessons,12
forgive,12
houses,12
presented,12
unjust,12
peculiar,12
struggle,12
contempt,12
remarks,12
difficult,12
distressed,12
ring,12
conclusion,12
satisfy,12
chaise,12
direct,12
addition,12
takes,12
dry,12
deceived,12
height,12
cordiality,12
sad,12
inquiries,12
points,12
suspected,12
sighed,12
acting,12
secured,12
names,12
sincerity,12
goodness,12
principle,12
dangerous,12
autumn,12
request,12
happiest,12
willing,12
frequent,12
dreadfully,12
censure,12
neck,12
seated,12
mark,12
injured,12
felicity,12
residence,12
delicate,12
shew,12
continuing,12
expecting,12
rational,12
stupid,12
church,12
questions,12
wholly,12
fail,12
force,12
carteret,12
wild,12
somersetshire,12
finish,12
majesty,12
moreover,12
dr,12
fate,12
sensations,12
shocked,12
valued,12
pursuits,12
submitted,12
regular,12
wind,12
performance,12
superiority,12
selfishness,12
deny,12
patience,12
striking,12
jealous,12
justify,12
cheeks,12
prove,12
affairs,12
startled,12
nonsense,12
wood,12
softened,12
happier,12
belief,12
solitude,12
abilities,12
alike,12
pigeon,12
resist,12
connected,11
positive,11
valley,11
lips,11
escaped,11
circle,11
soldiers,11
plainly,11
strangers,11
distrust,11
continually,11
buy,11
plain,11
office,11
ruin,11
involved,11
induced,11
sincerely,11
shop,11
lovely,11
wasn,11
gain,11
lock,11
excepting,11
chief,11
sum,11
embarrassment,11
suited,11
careful,11
baronet,11
animated,11
resentment,11
dependence,11
mile,11
urged,11
dread,11
desirous,11
events,11
pool,11
today,11
nerves,11
magna,11
notions,11
persons,11
deserve,11
wherever,11
boys,11
sharp,11
horror,11
valuable,11
arrangement,11
amongst,11
encouraged,11
assurances,11
reasonably,11
ceremony,11
red,11
actions,11
bow,11
hereafter,11
charge,11
whispered,11
leaves,11
secrecy,11
slowly,11
declined,11
concealed,11
similar,11
wise,11
finally,11
blame,11
monstrous,11
reflect,11
c,11
drove,11
decidedly,11
road,11
further,11
excite,11
reserve,11
rising,11
shirley,11
owed,11
proposed,11
hanging,11
openly,11
shocking,11
infinitely,11
calmly,11
accounts,11
twelvemonth,11
born,11
precious,11
loud,11
refused,11
pig,11
prudent,11
carry,11
uneasiness,11
visits,11
assisted,11
unlike,11
recovering,11
seeking,11
larger,11
asleep,11
recollected,11
carrying,11
rejoiced,11
roof,11
birth,11
nineteen,11
message,11
recommend,11
forty,11
winthrop,11
tis,11
politely,11
families,11
endeavouring,11
ladyship,11
doctor,11
theirs,11
decision,11
unfortunately,11
risk,11
measure,11
behaved,11
lessen,11
gratification,10
absurd,10
travelled,10
knave,10
convenience,10
sentiment,10
rise,10
luck,10
aloud,10
rights,10
gradually,10
touch,10
hot,10
doors,10
succeeding,10
bent,10
failed,10
enquiry,10
scruple,10
top,10
determine,10
visitor,10
hitherto,10
scenes,10
human,10
admired,10
harm,10
readiness,10
blow,10
accommodation,10
dined,10
assertion,10
lines,10
avoided,10
wants,10
earth,10
happily,10
constancy,10
somewhere,10
master,10
exquisite,10
madam,10
palmers,10
bowed,10
ears,10
oxford,10
harris,10
missed,10
apparently,10
formerly,10
lover,10
distinguish,10
moral,10
exert,10
neighbours,10
steps,10
favourable,10
birds,10
angrily,10
dearest,10
doubtful,10
habits,10
expenses,10
bred,10
connexion,10
beloved,10
quitting,10
anywhere,10
moving,10
recommendation,10
spread,10
cares,10
preceding,10
improve,10
ourselves,10
gentleness,10
pair,10
provided,10
mansion,10
happens,10
appearing,10
attempting,10
november,10
bottle,10
surely,10
compliment,10
scene,10
luckily,10
careless,10
communicated,10
indisposition,10
unless,10
checked,10
paused,10
insensible,10
youngest,10
fan,10
tolerably,10
strongly,10
bound,10
advise,10
removing,10
bloom,10
total,10
daily,10
drink,10
preparing,10
kindly,10
sufferings,10
triumph,10
idle,10
regarded,10
consequently,10
advanced,10
doubted,10
sex,10
lasted,10
liberality,10
wound,10
endeavoured,10
reward,10
memory,10
accepted,10
offering,10
conceal,10
pointing,10
remarked,10
fashion,10
declining,9
charms,9
introduction,9
earnestness,9
throwing,9
discovery,9
becoming,9
pratt,9
openness,9
intentions,9
faces,9
shoes,9
gravely,9
repeating,9
chiefly,9
recollecting,9
communicate,9
leading,9
smiles,9
ways,9
press,9
suggest,9
invariably,9
guilt,9
reserved,9
establishment,9
unfeeling,9
preparation,9
animation,9
reception,9
arrangements,9
christmas,9
cruelty,9
serpent,9
faint,9
fifteen,9
alas,9
tail,9
throw,9
decide,9
hate,9
aunt,9
honest,9
prudence,9
confused,9
accepting,9
bottom,9
wit,9
crowd,9
curate,9
endeavour,9
principles,9
afforded,9
croquet,9
longed,9
remove,9
discretion,9
conveyed,9
season,9
proposal,9
appointment,9
approach,9
worst,9
sky,9
composed,9
inevitable,9
quickly,9
honourable,9
continuance,9
offices,9
momentary,9
anger,9
elsewhere,9
argument,9
witnessed,9
beaux,9
approve,9
deficient,9
oppressed,9
signify,9
curacy,9
certainty,9
decent,9
vexed,9
effort,9
broke,9
apparent,9
nose,9
ordered,9
patient,9
occasionally,9
grieving,9
materially,9
engaging,9
couldn,9
faith,9
sensation,9
hoping,9
benefit,9
fault,9
indies,9
experience,9
cleared,9
powers,9
lower,9
taught,9
remarkably,9
shortly,9
respects,9
key,9
lead,9
entreaties,9
english,9
butter,9
introduce,9
war,9
accordingly,9
instrument,9
neglect,9
reflections,9
attach,9
independent,9
flattered,9
restless,9
fish,9
shock,9
alive,9
improvements,9
regrets,9
guessed,9
walks,9
foolish,9
sussex,9
shouted,9
inviting,9
weight,9
fearful,9
manage,9
turns,9
cool,9
rapid,9
amused,9
shore,9
timidly,9
various,9
shan,9
doubts,8
parts,8
harry,8
duties,8
farm,8
impatiently,8
strongest,8
space,8
cheshire,8
pen,8
essential,8
rid,8
eliza,8
bore,8
applied,8
regretting,8
hung,8
opposite,8
motives,8
addressed,8
hadn,8
saved,8
station,8
eligible,8
extent,8
seeming,8
jumped,8
driven,8
improving,8
bestowed,8
learned,8
intervals,8
action,8
tongue,8
partial,8
puppy,8
pepper,8
pains,8
relieved,8
grace,8
amendment,8
fatigue,8
unhappiness,8
sing,8
entreaty,8
promote,8
evidence,8
shy,8
laconia,8
treat,8
lasting,8
relationship,8
gate,8
thanked,8
passion,8
designs,8
parent,8
fright,8
objections,8
longstaple,8
source,8
forming,8
playing,8
thirteen,8
sweetness,8
polite,8
practice,8
seventeen,8
obliging,8
impatience,8
seldom,8
dressing,8
streets,8
maintained,8
unwell,8
judgement,8
syllable,8
cost,8
injury,8
carefully,8
front,8
accidentally,8
wine,8
bread,8
fitted,8
weak,8
attractions,8
unaccountable,8
ignorant,8
prevailed,8
played,8
employ,8
bye,8
fancying,8
announced,8
cease,8
severely,8
offend,8
gardeners,8
promising,8
farewell,8
gaiety,8
liking,8
separate,8
tall,8
recover,8
save,8
increasing,8
dream,8
hedge,8
officers,8
situations,8
impertinent,8
directed,8
chimney,8
justified,8
mushroom,8
driving,8
higher,8
advisable,8
calculated,8
guided,8
settling,8
convey,8
attraction,8
build,8
degrees,8
oppose,8
sympathy,8
fool,8
tempt,8
intimately,8
injustice,8
reasons,8
civilities,8
paying,8
measures,8
tuesday,8
unworthy,8
breaking,8
county,8
satisfactory,8
comforts,8
unkind,8
curricle,8
cure,8
nursing,8
advantages,8
land,8
slates,8
marlborough,8
glow,8
discovered,8
monkford,8
thankful,8
pained,8
remembering,8
coloured,8
walls,8
haven,8
sadly,8
weakness,8
twinkle,8
whiting,8
application,8
cross,8
february,8
renewed,8
honours,8
excess,8
plenty,8
sofa,8
ridiculous,8
trusted,8
wonderful,8
alarmed,8
suspecting,8
generosity,8
liberal,8
attempts,8
wealth,8
arise,8
narrow,8
speedily,8
earliest,8
remarkable,8
addressing,8
commendation,8
demands,8
tells,8
precisely,8
supplied,8
straight,8
piano,8
apprehensions,7
sanguine,7
stopt,7
belonged,7
nearest,7
senses,7
livery,7
implied,7
exposed,7
firmness,7
mortification,7
somehow,7
flower,7
wretchedness,7
wet,7
disgrace,7
chin,7
amends,7
contradicted,7
pictures,7
thorough,7
